name,price,capacity,price_per_gb,type,form_factor,interface
Addlink A93 PS5,96.44,2000,0.048,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate IronWolf 525,339.99,2000,0.17,SSD,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power Silm S55,27.79,480,0.058,SSD,2.5,SATA 6.0 Gb/s
Western Digital WDBMMA0030HNC-NRSN,64.98,3000,0.022,5400,3.5,SATA 6.0 Gb/s
Western Digital Red,89.99,4000,0.022,5400,3.5,SATA 6.0 Gb/s
Gigabyte AORUS Gen4 7000s Premium,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital SN530,69,512,0.135,SSD,M.2-2230,M.2 PCIe 3.0 X4
Corsair Force GT,522.98,240,2.179,SSD,2.5,SATA 6.0 Gb/s
Toshiba MK1059GSM,210.41,1000,0.21,5400,2.5,SATA 3.0 Gb/s
Intel 520,690,480,1.438,SSD,2.5,SATA 6.0 Gb/s
Western Digital WDBSLA0010HNC-NRSN,75,1000,0.075,7200,3.5,SATA 6.0 Gb/s
Seagate EXOS Enterprise,273.45,6000,0.046,7200,3.5,SATA 6.0 Gb/s
Kingston SSDNOW DC500M,107.99,960,0.112,SSD,2.5,SATA 6.0 Gb/s
Transcend 250H,118.99,2000,0.059,SSD,M.2-2280,M.2 PCIe 4.0 X4
SanDisk Extreme,159.99,120,1.333,SSD,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABD100M,,1000,,5400,2.5,SATA 6.0 Gb/s
Hitachi 0B36040,120.44,4000,0.03,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB Lite,50.64,512,0.099,SSD,2.5,SATA 6.0 Gb/s
Toshiba N300,424,12000,0.035,7200,3.5,SATA 6.0 Gb/s
Seagate Exos 7E8,91,1000,0.091,7200,3.5,SATA 6.0 Gb/s
Intel D3-S4610,175,1920,0.091,SSD,2.5,SATA 6.0 Gb/s
Western Digital AV-GP,29.99,500,0.06,5400,3.5,SATA 3.0 Gb/s
Western Digital VelociRaptor,199.95,300,0.667,10000,3.5,SATA 3.0 Gb/s
Intel 320,153.84,160,0.962,SSD,2.5,SATA 3.0 Gb/s
Seagate Constellation ES,63,1000,0.063,7200,3.5,SATA 6.0 Gb/s
Seagate ST4000NC001,129,4000,0.032,5900,3.5,SATA 6.0 Gb/s
Toshiba P300,,3000,,7200,3.5,SATA 6.0 Gb/s
Kingston HyperX FURY RGB BUNDLE,,960,,SSD,2.5,SATA 6.0 Gb/s
Mushkin Helix-L,32.79,250,0.131,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba S300 Pro,239.78,10000,0.024,7200,3.5,SATA 6.0 Gb/s
Kingston DC450R,303.66,3840,0.079,SSD,2.5,SATA 6.0 Gb/s
Patriot VPR100 RGB,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Purple,330,14000,0.024,7200,3.5,SATA 6.0 Gb/s
Kingston KC600B,73.22,512,0.143,SSD,2.5,SATA 6.0 Gb/s
ADATA Falcon,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,194.99,8000,0.024,7200,3.5,SATA 6.0 Gb/s
PNY XLR8 CS3040 w/Heatsink,204,1000,0.204,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba S300,185.8,6000,0.031,5400,3.5,SATA 6.0 Gb/s
HP FX900 Pro,44.99,512,0.088,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital VelociRaptor,206.17,600,0.344,10000,3.5,SATA 6.0 Gb/s
Western Digital VelociRaptor,130.02,600,0.217,10000,2.5,SATA 6.0 Gb/s
Western Digital WD1001FALS,,500,,7200,3.5,SATA 3.0 Gb/s
Western Digital Caviar Green,,640,,5400,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,640,,5400,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,45.05,160,0.282,5400,2.5,SATA 1.5 Gb/s
Western Digital AV-GP,49.95,160,0.312,5400,3.5,SATA 3.0 Gb/s
Seagate BarraCuda,,2000,,5900,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,31.99,160,0.2,7200,3.5,SATA 3.0 Gb/s
Hitachi 5K3000,266.99,2000,0.133,5400,3.5,SATA 6.0 Gb/s
Intel 510,,250,,SSD,2.5,SATA 6.0 Gb/s
Intel 320,759.24,300,2.531,SSD,2.5,SATA 3.0 Gb/s
Seagate Momentus 7200.4,55,320,0.172,7200,2.5,SATA 3.0 Gb/s
Seagate Constellation.2,92.98,1000,0.093,7200,2.5,SATA 6.0 Gb/s
OCZ Agility 3,89.95,60,1.499,SSD,2.5,SATA 6.0 Gb/s
Toshiba MK3265GSX,,320,,5400,2.5,SATA 3.0 Gb/s
Kingston HyperX,712.69,240,2.97,SSD,2.5,SATA 6.0 Gb/s
Western Digital Caviar Green,,1000,,5400,3.5,SATA 6.0 Gb/s
Samsung 830,926.56,512,1.81,SSD,2.5,SATA 6.0 Gb/s
Intel 313,,20,,SSD,2.5,SATA 3.0 Gb/s
ADATA Premier Pro SP900,,256,,SSD,2.5,SATA 6.0 Gb/s
Seagate Constellation ES.2,,3000,,7200,3.5,SATA 6.0 Gb/s
Corsair Force GS,,240,,SSD,2.5,SATA 6.0 Gb/s
Kingston SSDNow V300,,120,,SSD,2.5,SATA 6.0 Gb/s
SanDisk Ultra Plus,,256,,SSD,2.5,SATA 6.0 Gb/s
Intel DC S3700,199.28,400,0.498,SSD,2.5,SATA 6.0 Gb/s
Plextor M5P,,128,,SSD,2.5,SATA 6.0 Gb/s
Toshiba HDD3A02,,1000,,7200,3.5,SAS 6.0 Gb/s
Toshiba DT01ACA,,1000,,7200,3.5,SATA 6.0 Gb/s
Transcend SSD340,,128,,SSD,2.5,SATA 6.0 Gb/s
Kingston SSDNow M.2,,120,,SSD,M.2-2280,M.2 SATA
Transcend MTS600,,512,,SSD,M.2-2260,M.2 SATA
Transcend MTS800,122.71,256,0.479,SSD,M.2-2280,M.2 SATA
Seagate ST2000NM0024,237,2000,0.118,7200,3.5,SATA 6.0 Gb/s
Seagate ST4000NM0044,,4000,,7200,3.5,SATA 6.0 Gb/s
Western Digital Purple,156.94,6000,0.026,5400,3.5,SATA 6.0 Gb/s
Kingston SSDNow,,240,,SSD,M.2-2280,M.2 SATA
Samsung 845DC PRO,,400,,SSD,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,5000,,5400,3.5,SATA 6.0 Gb/s
Samsung Data Center,,960,,SSD,2.5,SATA 6.0 Gb/s
Mushkin Reactor,,512,,SSD,2.5,SATA 6.0 Gb/s
Seagate Surveillance HDD,,4000,,5900,3.5,SATA 6.0 Gb/s
Crucial BX200,,480,,SSD,2.5,SATA 6.0 Gb/s
Samsung PM863,,3840,,SSD,2.5,SATA 6.0 Gb/s
AMD Radeon R3,,240,,SSD,2.5,SATA 6.0 Gb/s
Intel 540s,,1000,,SSD,2.5,SATA 6.0 Gb/s
Intel 540s,129,240,0.537,SSD,2.5,SATA 6.0 Gb/s
OCZ RD400,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Samsung PM951,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston SSDNow KC400,,512,,SSD,2.5,SATA 6.0 Gb/s
Kingston SSDNow G2,99.99,240,0.417,SSD,M.2-2280,M.2 SATA
Samsung SM961,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
OCZ RD400A,,128,,SSD,PCIe,PCIe x4
Micron M600,,128,,SSD,M.2-2260,M.2 SATA
Transcend TS120GSSD220S,22.04,120,0.184,SSD,2.5,SATA 6.0 Gb/s
ADATA SU800,,512,,SSD,M.2-2280,M.2 SATA
Hyundai Technology Sapphire,,240,,SSD,2.5,SATA 6.0 Gb/s
Drevo X1,,240,,SSD,2.5,SATA 6.0 Gb/s
Seagate BarraCuda,149,500,0.298,7200,3.5,PATA 100
Silicon Power Slim S55,,240,,SSD,2.5,SATA 6.0 Gb/s
TCSunBow X3,,120,,SSD,2.5,SATA 6.0 Gb/s
Silicon Power S55,55.24,480,0.115,SSD,2.5,SATA 6.0 Gb/s
Corsair MP300,,480,,SSD,M.2-2280,M.2 PCIe 3.0 X2
Kingston HyperX FURY RGB,,240,,SSD,2.5,SATA 6.0 Gb/s
Seagate Desktop,,8000,,5400,3.5,SATA 6.0 Gb/s
Western Digital RE,324.47,6000,0.054,7200,3.5,SATA 6.0 Gb/s
TEAMGROUP MS30,,512,,SSD,M.2-2242,M.2 SATA
ADATA SU800,,1000,,SSD,M.2-2280,M.2 SATA
Lexar NM500,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X2
Western Digital Ultrastar,,8000,,7200,3.5,SATA 6.0 Gb/s
SanDisk X400,,256,,SSD,M.2-2280,M.2 SATA
Intel 660p,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba MD04ACA600,405.5,6000,0.068,7200,3.5,SATA 6.0 Gb/s
Seagate Exos X14,429.72,12000,0.036,7200,3.5,SATA 6.0 Gb/s
Intel D3-S4510,,960,,SSD,M.2-2280,M.2 SATA
Seagate ST1000LM050,,1000,,7200,2.5,SATA 6.0 Gb/s
Pioneer APS-SE20G-256,61.23,256,0.239,SSD,M.2-2280,M.2 PCIe 3.0 X4
Zotac 10 Year Anniversary SONIX,,480,,SSD,PCIe,PCIe x4
Angelbird AV PRO MK3,549.99,2000,0.275,SSD,2.5,SATA 6.0 Gb/s
Seagate BarraCuda Q1,,240,,SSD,2.5,SATA 6.0 Gb/s
Acer SA100,,1920,,SSD,2.5,SATA 6.0 Gb/s
Mushkin Helix-LT,,500,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Mushkin SOURCE 2,23.82,120,0.199,SSD,2.5,SATA 6.0 Gb/s
YMTC ZHITAI,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston DC1000B,102.71,480,0.214,SSD,M.2-2280,M.2 PCIe 3.0 X4
TEAMGROUP MP34Q,,8000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital Ultrastar DC HC550,,16000,,7200,3.5,SATA 6.0 Gb/s
PNY CS900,,1000,,SSD,M.2-2280,M.2 SATA
PNY CS900,,500,,SSD,M.2-2280,M.2 SATA
TEAMGROUP T-Force Delta TUF Gaming Alliance RGB,,500,,SSD,2.5,SATA 6.0 Gb/s
KingSpec NE-2280,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Timetec 35TTFP6PCIE,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar He8,249,8000,0.031,7200,3.5,SATA 6.0 Gb/s
Seagate Beskar Ingot Drive Special Edition FireCuda,,1000,,SSD,2.5,SATA 6.0 Gb/s
Intel D3-S4620,279.95,1920,0.146,SSD,2.5,SATA 6.0 Gb/s
Intel D3-S4620,112.05,480,0.233,SSD,2.5,SATA 6.0 Gb/s
Timetec PINNACLE SD1-INDEX,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
GeIL Zenith P4L,,512,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital PC SN740 Opal,,256,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Silicon Power UD85,,4000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Inland TN450,36.99,500,0.074,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel Optane 905,,480,,SSD,2.5,U.2
Intel D3-S4510,176.76,1920,0.092,SSD,2.5,SATA 6.0 Gb/s
Toshiba N300 Pro,319.99,18000,0.018,7200,3.5,SATA 6.0 Gb/s
Kingston DC500R,91.99,960,0.096,SSD,2.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS,466.99,2000,0.233,SSD,M.2-2280,M.2 PCIe 3.0 X4
Addlink S95,242.44,4000,0.061,SSD,M.2-2280,M.2 PCIe 4.0 X4
Oyen Digital Dash Pro w/Heat Sink,279,4000,0.07,SSD,M.2-2280,M.2 PCIe 4.0 X4
Intel X25-V,59.99,40,1.5,SSD,2.5,SATA 3.0 Gb/s
Seagate ST6000NM0104,120,6000,0.02,7200,3.5,SATA 6.0 Gb/s
Hitachi Ultrastar 7K4000,,3000,,7200,3.5,SATA 6.0 Gb/s
Toshiba MG04ACA200N,,2000,,7200,3.5,SATA 6.0 Gb/s
Western Digital Red SA500,44.99,500,0.09,SSD,M.2-2280,M.2 SATA
Seagate SkyHawk AI,249.99,12000,0.021,7200,3.5,SATA 6.0 Gb/s
Toshiba P300,,2000,,5400,3.5,SATA 6.0 Gb/s
Kingston DC1500M,,1920,,SSD,2.5,U.2
Intel D3-S4520,160.94,1920,0.084,SSD,2.5,SATA 6.0 Gb/s
ADATA LEGEND 700 GOLD,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital PC SN740 Pyrite,,2000,,SSD,M.2-2230,M.2 PCIe 4.0 X4
Western Digital Scorpio Blue,55,750,0.073,5400,2.5,SATA 3.0 Gb/s
Samsung Spinpoint F1 DT,69.98,640,0.109,7200,3.5,SATA 3.0 Gb/s
Seagate ST4000VN000,109.98,4000,0.027,5900,3.5,SATA 6.0 Gb/s
Toshiba DT01ACA,,2000,,7200,3.5,SATA 6.0 Gb/s
Western Digital Red Pro,274.45,6000,0.046,7200,3.5,SATA 6.0 Gb/s
SK Hynix SL308,,120,,SSD,2.5,SATA 6.0 Gb/s
Hyundai Technology Sapphire,23.98,120,0.2,SSD,2.5,SATA 6.0 Gb/s
Seagate SkyHawk,176.95,6000,0.029,5900,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,102.59,3000,0.034,7200,3.5,SATA 6.0 Gb/s
Sony Optiarc,59.95,480,0.125,SSD,2.5,SATA 6.0 Gb/s
Seagate Exos 7E8,99,2000,0.05,7200,3.5,SATA 6.0 Gb/s
Western Digital Purple,255,10000,0.025,7200,3.5,SATA 6.0 Gb/s
Silicon Power XD80,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300 Pro,294.99,16000,0.018,7200,3.5,SATA 6.0 Gb/s
Western Digital Blue Mobile,34.99,500,0.07,5400,2.5,SATA 6.0 Gb/s
Western Digital Caviar Black,,750,,7200,3.5,SATA 3.0 Gb/s
Western Digital Caviar Blue,,250,,7200,3.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,33,250,0.132,5400,2.5,SATA 3.0 Gb/s
Hitachi A7K1000-500,,500,,7200,3.5,SATA 3.0 Gb/s
Hitachi 7K1000,99.99,1000,0.1,7200,3.5,SATA 3.0 Gb/s
Samsung Spinpoint F3,52.4,250,0.21,7200,3.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,,250,,5400,2.5,SATA 3.0 Gb/s
Samsung Spinpoint M7,,500,,5400,2.5,SATA 3.0 Gb/s
OCZ Colossus LT,,500,,SSD,3.5,SATA 3.0 Gb/s
OCZ Agility 2,,100,,SSD,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,64.98,750,0.087,7200,3.5,SATA 3.0 Gb/s
Seagate SV35.5,,1000,,7200,3.5,SATA 3.0 Gb/s
Western Digital AV-GP,128.22,2000,0.064,5400,3.5,SATA 3.0 Gb/s
Western Digital Caviar Black,,640,,7200,3.5,SATA 6.0 Gb/s
Kingston SSDNow V100,,64,,SSD,2.5,SATA 3.0 Gb/s
OCZ Vertex,,30,,SSD,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,,750,,7200,3.5,SATA 6.0 Gb/s
OCZ Agility 3,219.99,240,0.917,SSD,2.5,SATA 6.0 Gb/s
Corsair Force 3,,240,,SSD,2.5,SATA 6.0 Gb/s
Corsair Force 3,,120,,SSD,2.5,SATA 6.0 Gb/s
Samsung Spinpoint M,34.95,160,0.218,5400,2.5,SATA 1.5 Gb/s
Toshiba MK5076GSX,,500,,5400,2.5,SATA 3.0 Gb/s
Western Digital Scorpio Blue,,1000,,5400,2.5,SATA 3.0 Gb/s
Seagate BarraCuda,29,320,0.091,7200,3.5,SATA 6.0 Gb/s
Intel 320,375,600,0.625,SSD,2.5,SATA 3.0 Gb/s
Hitachi Travelstar 5K500.B,69,250,0.276,5400,2.5,SATA 3.0 Gb/s
Intel 520,,120,,SSD,2.5,SATA 6.0 Gb/s
Seagate SV35.5,91.22,2000,0.046,7200,3.5,SATA 6.0 Gb/s
Intel 330,188.63,120,1.572,SSD,2.5,SATA 6.0 Gb/s
OCZ RevoDrive X2,,220,,SSD,PCIe,PCIe x4
Seagate Momentus XT,151.35,500,0.303,7200,2.5,SATA 3.0 Gb/s
Toshiba Solid State Drive,,120,,SSD,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC100,319.75,240,1.332,SSD,2.5,SATA 6.0 Gb/s
Toshiba PH3300U-1I72,159,3000,0.053,7200,3.5,SATA 6.0 Gb/s
Crucial M500,,480,,SSD,2.5,SATA 6.0 Gb/s
SanDisk Extreme II,,120,,SSD,2.5,SATA 6.0 Gb/s
Seagate ST2000VN000,235.72,2000,0.118,5900,3.5,SATA 6.0 Gb/s
Seagate ST3000VN000,,3000,,7200,3.5,SATA 6.0 Gb/s
Hitachi Deskstar 7K4000,,4000,,7200,3.5,SATA 6.0 Gb/s
Intel DC S3500,106.17,120,0.885,SSD,2.5,SATA 6.0 Gb/s
Toshiba Q,,512,,SSD,2.5,SATA 6.0 Gb/s
Lenovo ThinkPad,99,500,0.198,7200,2.5,SATA 3.0 Gb/s
OCZ Vector 150,380,240,1.583,SSD,2.5,SATA 6.0 Gb/s
Kingston SSDNow KC300,89.63,240,0.373,SSD,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABF050H,,500,,,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABD100H,,1000,,,2.5,SATA 6.0 Gb/s
OCZ Vertex 460,200,120,1.667,SSD,2.5,SATA 6.0 Gb/s
Plextor M6S,,256,,SSD,2.5,SATA 6.0 Gb/s
Seagate 1200 SSD,3062.5,800,3.828,SSD,2.5,SAS 12.0 Gb/s
Intel 530,146.5,240,0.61,SSD,mSATA,mSATA
SanDisk X300S,,256,,SSD,2.5,SATA 6.0 Gb/s
OCZ ARC 100,,240,,SSD,2.5,SATA 6.0 Gb/s
Toshiba MBF245LRC,,450,,10000,2.5,SATA 6.0 Gb/s
Toshiba MQ01ABF032H,,320,,,2.5,SATA 6.0 Gb/s
Intel X25-M Mainstream,,80,,SSD,2.5,SATA 3.0 Gb/s
Patriot Blaze,,120,,SSD,2.5,SATA 6.0 Gb/s
Crucial MX200,,1000,,SSD,2.5,SATA 6.0 Gb/s
OCZ Vertex 460A,,240,,SSD,2.5,SATA 6.0 Gb/s
Intel DC S3710,215,200,1.075,SSD,2.5,SATA 6.0 Gb/s
PNY CS1111,197,240,0.821,SSD,2.5,SATA 6.0 Gb/s
OWC Mercury Electra,,120,,SSD,2.5,SATA 6.0 Gb/s
Corsair Force LS,,960,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Blue,85.79,500,0.172,7200,3.5,SATA 3.0 Gb/s
Patriot Ignite M2,,480,,SSD,M.2-2280,M.2 SATA
Seagate NAS HDD,,4000,,5900,3.5,SATA 6.0 Gb/s
Transcend TS512GSSD370S,194.18,512,0.379,SSD,2.5,SATA 6.0 Gb/s
SanDisk Z400s,208,256,0.812,SSD,M.2-2280,M.2 SATA
Intel 750,,400,,SSD,PCIe,PCIe x4
Intel DC P3500,,2000,,SSD,PCIe,PCIe x4
Hitachi Ultrastar Archive Ha10,,10000,,7200,3.5,SAS 6.0 Gb/s
Western Digital Purple,,500,,5400,3.5,SATA 6.0 Gb/s
SanDisk X400,,1000,,SSD,M.2-2280,M.2 SATA
Kingston SSDNow KC400,124.55,256,0.487,SSD,2.5,SATA 6.0 Gb/s
Kingston SSDNow G2,,120,,SSD,M.2-2280,M.2 SATA
Kingston SSDNow UV300,,120,,SSD,2.5,SATA 6.0 Gb/s
Samsung SM961,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX8000,,128,,SSD,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Z410,,240,,SSD,2.5,SATA 6.0 Gb/s
Intel Pro 6000p,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Transcend TS256GSSD230S,29.44,256,0.115,SSD,2.5,SATA 6.0 Gb/s
Drevo Ares,,256,,SSD,PCIe,PCIe x1
Hitachi HGST Ultrastar C10K1800,,1200,,10500,3.5,SAS 12.0 Gb/s
Western Digital Gold,250.45,8000,0.031,7200,3.5,SATA 6.0 Gb/s
Toshiba OCZ TR200,,960,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Purple,229.4,8000,0.029,5400,3.5,SATA 6.0 Gb/s
XPG GAMMIX S10,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel 545s,185.9,512,0.363,SSD,M.2-2280,M.2 SATA
Corsair Force LE,,120,,SSD,2.5,SATA 6.0 Gb/s
Plextor M9Pe,163.77,1000,0.164,SSD,M.2-2280,M.2 PCIe 3.0 X4
Kingston A1000,,120,,SSD,2.5,SATA 6.0 Gb/s
ADATA XPG GAMMIX S11,,960,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Seagate IronWolf Pro,,12000,,7200,3.5,SATA 6.0 Gb/s
HP S600,,120,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Purple,247.99,8000,0.031,5400,3.5,SATA 6.0 Gb/s
ADATA SU655,,960,,SSD,2.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,69.47,1000,0.069,7200,3.5,SATA 6.0 Gb/s
Seagate Enterprise Capacity,,12000,,7200,3.5,SATA 6.0 Gb/s
Seagate IronWolf Pro,,6000,,7200,3.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,,250,,SSD,2.5,SATA 6.0 Gb/s
Patriot Scorch,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X2
Patriot VPN100,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Lexar NS200,59.99,240,0.25,SSD,2.5,SATA 6.0 Gb/s
Silicon Power S55,,120,,SSD,2.5,SATA 6.0 Gb/s
Toshiba S300 Pro,199.99,8000,0.025,7200,3.5,SATA 6.0 Gb/s
Toshiba S300,99.5,4000,0.025,5400,3.5,SATA 6.0 Gb/s
Mushkin Source,289.26,2000,0.145,SSD,2.5,SATA 6.0 Gb/s
SanDisk X600,235,1000,0.235,SSD,2.5,SATA 6.0 Gb/s
Seagate Barracuda Compute,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Hitachi Ultrastar He10,,8000,,7200,3.5,SATA 6.0 Gb/s
Intel DC S3500,133,240,0.554,SSD,2.5,SATA 6.0 Gb/s
Intel DC P4500,,2000,,SSD,2.5,SATA 6.0 Gb/s
"Intel Intel DC S3510 SSDSC2BB240G6 2.5"" 240GB SATA III MLC B",,240,,SSD,2.5,SATA 6.0 Gb/s
LaCie ST1000LM038,,1000,,5400,2.5,SATA 6.0 Gb/s
Seagate ST500VT001,,500,,5400,2.5,SATA 6.0 Gb/s
ADATA XPG SX8800 Pro,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Inland Performance,,500,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Kingston DC450R,,1920,,SSD,2.5,SATA 6.0 Gb/s
ADATA SU760,,256,,SSD,2.5,SATA 6.0 Gb/s
Patriot P300,56.84,256,0.222,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG SX950U,,480,,SSD,2.5,SATA 6.0 Gb/s
Synology SNV3000,,400,,SSD,M.2-2280,M.2 PCIe 3.0 X4
ADATA XPG GAMMIX S7,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Apacer AST280,,240,,SSD,M.2-2280,M.2 SATA
ADATA XPG GAMMIX S5,,2000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Integral M,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
SanDisk Ultra,,250,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Western Digital SanDisk Extreme PRO,,500,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Mushkin SOURCE 2,,250,,SSD,2.5,SATA 6.0 Gb/s
Western Digital PC SN730,,256,,SSD,M.2-2280,M.2 PCIe 3.0 X4
VisionTek PRO,149.99,1000,0.15,SSD,2.5,SATA 6.0 Gb/s
Seagate Exos 7E8 512n,,4000,,7200,3.5,SATA 6.0 Gb/s
KIOXIA EXCERIA PLUS G2,,1000,,SSD,M.2-2280,M.2 PCIe 3.0 X4
PNY CS900,,8000,,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta Max White RGB,,1000,,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Delta R RGB,,1000,,SSD,2.5,SATA 6.0 Gb/s
TEAMGROUP T-Force Cardea A440 Pro Special Series,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Klevv NEO N610,,1000,,SSD,2.5,SATA 6.0 Gb/s
Klevv NEO N400,56.88,480,0.118,SSD,2.5,SATA 6.0 Gb/s
Klevv CRAS C700 RGB,,480,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Toshiba N300,,14000,,7200,3.5,SATA 6.0 Gb/s
HP S650,,960,,SSD,2.5,SATA 6.0 Gb/s
HP S750,,1000,,SSD,2.5,SATA 6.0 Gb/s
Western Digital SN520,89,512,0.174,SSD,M.2-2230,M.2 PCIe 3.0 X2
Western Digital SN520,,128,,SSD,M.2-2230,M.2 PCIe 3.0 X2
Timetec 35TTM8SSATA,,128,,SSD,M.2-2280,M.2 SATA
Toshiba MG04ACA100N,101.49,1000,0.101,7200,3.5,SATA 6.0 Gb/s
Mushkin Delta,,4000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Seagate Beskar Ingot Drive Special Edition FireCuda,,2000,,SSD,2.5,SATA 6.0 Gb/s
Western Digital SN530 SED,,512,,SSD,M.2-2280,M.2 PCIe 3.0 X4
Intel D3-S4510,100.75,480,0.21,SSD,2.5,SATA 6.0 Gb/s
Intel D3-S4610,158,960,0.165,SSD,2.5,SATA 6.0 Gb/s
Leven JPS800,,4000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Transcend 250H,94.99,1000,0.095,SSD,M.2-2280,M.2 PCIe 4.0 X4
VisionTek DLX3,34.4,256,0.134,SSD,M.2-2280,M.2 PCIe 3.0 X4
KIOXIA BG5,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Leven JPS850,,2000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Leven JPS850,,4000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Micron 5300 PRO,,480,,SSD,2.5,SATA 6.0 Gb/s
Inland TN325,89.99,1000,0.09,SSD,M.2-2242,M.2 PCIe 3.0 X4
Addlink S91,118.88,1000,0.119,SSD,M.2-2230,M.2 PCIe 4.0 X4
Toshiba MG09 4Kn,,20000,,7200,3.5,SATA 6.0 Gb/s
KingSpec XG7000,,1000,,SSD,M.2-2280,M.2 PCIe 4.0 X4
Western Digital Purple,145,6000,0.024,5640,3.5,SATA 6.0 Gb/s
Western Digital WD_BLACK SN770M,79.98,500,0.16,SSD,M.2-2230,M.2 PCIe 4.0 X4
Seagate Constellation.2,41,1000,0.041,7200,2.5,SAS 6.0 Gb/s
Addlink A95,233.44,4000,0.058,SSD,M.2-2280,M.2 PCIe 4.0 X4
Toshiba MG08ADA600E,169.99,6000,0.028,7200,3.5,SATA 6.0 Gb/s
KingSpec NX-2230,46.99,512,0.092,SSD,M.2-2230,M.2 PCIe 3.0 X4
VisionTek DLX4,97.99,1000,0.098,SSD,M.2-2242,M.2 PCIe 4.0 X4
Seagate Nytro Enterprise,,240,,SSD,2.5,SATA 6.0 Gb/s
Western Digital Purple,213,8000,0.027,7200,3.5,SATA 6.0 Gb/s
